variable,areaName,Borough,areaType,value
2015-08-01,Glen Oaks,Queens,neighborhood,29
2015-08-01,Glendale,Queens,neighborhood,15
2015-08-01,Gowanus,Brooklyn,neighborhood,11
2015-08-01,Gramercy Park,Manhattan,neighborhood,112
2015-08-01,Gravesend,Brooklyn,neighborhood,53
2015-08-01,Greenpoint,Brooklyn,neighborhood,56
2015-08-01,Greenwich Village,Manhattan,neighborhood,330
2015-08-01,Greenwood,Brooklyn,neighborhood,35
2015-08-01,Hamilton Heights,Manhattan,neighborhood,52
2015-08-01,Highbridge,Bronx,neighborhood,15
2015-08-01,Hillcrest,Queens,neighborhood,2
2015-08-01,Hollis,Queens,neighborhood,2
2015-08-01,Howard Beach,Queens,neighborhood,14
2015-08-01,Hunts Point,Bronx,neighborhood,0
2015-08-01,Inwood,Manhattan,neighborhood,36
2015-08-01,Jackson Heights,Queens,neighborhood,91
2015-08-01,Jamaica,Queens,neighborhood,19
2015-08-01,Jamaica Estates,Queens,neighborhood,10
2015-08-01,Jamaica Hills,Queens,neighborhood,8
2015-08-01,Kensington,Brooklyn,neighborhood,44
2015-08-01,Kew Gardens,Queens,neighborhood,80
2015-08-01,Kew Gardens Hills,Queens,neighborhood,35
2015-08-01,Kingsbridge,Bronx,neighborhood,21
2015-08-01,Laconia,Bronx,neighborhood,2
2015-08-01,Laurelton,Queens,neighborhood,11
2015-08-01,Little Italy,Manhattan,neighborhood,12
2015-08-01,Little Neck,Queens,neighborhood,28
2015-08-01,Long Island City,Queens,neighborhood,124
2015-08-01,Longwood,Bronx,neighborhood,3
2015-08-01,Lower East Side,Manhattan,neighborhood,88
2015-08-01,Manhattan,Manhattan,borough,6741
2015-08-01,Manhattan Beach,Brooklyn,neighborhood,18
2015-08-01,Marble Hill,Manhattan,neighborhood,0
2015-08-01,Marine Park,Brooklyn,neighborhood,32
2015-08-01,Maspeth,Queens,neighborhood,12
2015-08-01,Melrose,Bronx,neighborhood,0
2015-08-01,Middle Village,Queens,neighborhood,15
2015-08-01,Midtown,Manhattan,neighborhood,310
2015-08-01,Midtown East,Manhattan,neighborhood,804
2015-08-01,Midtown South,Manhattan,neighborhood,84
2015-08-01,Midtown West,Manhattan,neighborhood,277
2015-08-01,Midwood,Brooklyn,neighborhood,78
2015-08-01,Mill Basin,Brooklyn,neighborhood,42
2015-08-01,Morningside Heights,Manhattan,neighborhood,38
2015-08-01,Morris Heights,Bronx,neighborhood,1
2015-08-01,Morris Park,Bronx,neighborhood,13
2015-08-01,Morrisania,Bronx,neighborhood,8
2015-08-01,Mott Haven,Bronx,neighborhood,5
2015-08-01,NYC,,city,12355
2015-08-01,New Hyde Park,Queens,neighborhood,1
2015-08-01,Nolita,Manhattan,neighborhood,18
2015-08-01,North Brooklyn,Brooklyn,submarket,314
2015-08-01,North Corona,Queens,neighborhood,10
2015-08-01,Northeast Queens,Queens,submarket,549
2015-08-01,Northwest Brooklyn,Brooklyn,submarket,615
2015-08-01,Northwest Queens,Queens,submarket,288
2015-08-01,Norwood,Bronx,neighborhood,7
2015-08-01,Oakland Gardens,Queens,neighborhood,37
2015-08-01,Ocean Parkway,Brooklyn,neighborhood,0
2015-08-01,Old Mill Basin,Brooklyn,neighborhood,13
2015-08-01,Ozone Park,Queens,neighborhood,7
2015-08-01,Park Slope,Brooklyn,neighborhood,133
2015-08-01,Parkchester,Bronx,neighborhood,15
2015-08-01,Pelham Bay,Bronx,neighborhood,10
2015-08-01,Pelham Gardens,Bronx,neighborhood,3
2015-08-01,Pelham Parkway,Bronx,neighborhood,0
2015-08-01,Pomonok,Queens,neighborhood,1
2015-08-01,Port Morris,Bronx,neighborhood,0
2015-08-01,Prospect Heights,Brooklyn,neighborhood,97
2015-08-01,Prospect Lefferts Gardens,Brooklyn,neighborhood,22
2015-08-01,Prospect Park,Brooklyn,submarket,284
2015-08-01,Prospect Park South,Brooklyn,neighborhood,7
2015-08-01,Queens,Queens,borough,1619
2015-08-01,Queens Village,Queens,neighborhood,19
2015-08-01,Red Hook,Brooklyn,neighborhood,61
2015-08-01,Rego Park,Queens,neighborhood,74
2015-08-01,Richmond Hill,Queens,neighborhood,12
2015-08-01,Ridgewood,Queens,neighborhood,20
2015-08-01,Riverdale,Bronx,neighborhood,592
2015-08-01,Rockaway All,Queens,neighborhood,68
2015-08-01,Roosevelt Island,Manhattan,neighborhood,15
2015-08-01,Rosedale,Queens,neighborhood,12
2015-08-01,Schuylerville,Bronx,neighborhood,1
2015-08-01,Seagate,Brooklyn,neighborhood,14
2015-08-01,Sheepshead Bay,Brooklyn,neighborhood,126
2015-08-01,Soho,Manhattan,neighborhood,148
2015-08-01,Soundview,Bronx,neighborhood,15
2015-08-01,South Brooklyn,Brooklyn,submarket,1155
2015-08-01,South Jamaica,Queens,neighborhood,10
2015-08-01,South Ozone Park,Queens,neighborhood,7
2015-08-01,South Queens,Queens,submarket,198
2015-08-01,South Richmond Hill,Queens,neighborhood,9
2015-08-01,Springfield Gardens,Queens,neighborhood,11
2015-08-01,St. Albans,Queens,neighborhood,26
2015-08-01,Staten Island,Staten Island,borough,151
2015-08-01,Stuyvesant Town/PCV,Manhattan,neighborhood,0
2015-08-01,Sunnyside,Queens,neighborhood,37
2015-08-01,Sunset Park,Brooklyn,neighborhood,29
2015-08-01,The Rockaways,Queens,submarket,68
2015-08-01,Throgs Neck,Bronx,neighborhood,9
2015-08-01,Tremont,Bronx,neighborhood,5
2015-08-01,Tribeca,Manhattan,neighborhood,374
2015-08-01,University Heights,Bronx,neighborhood,17
2015-08-01,Upper East Side,Manhattan,neighborhood,1393
2015-08-01,Upper West Side,Manhattan,neighborhood,1004
2015-08-01,Utopia,Queens,neighborhood,0
2015-08-01,Van Nest,Bronx,neighborhood,5
2015-08-01,Wakefield,Bronx,neighborhood,16
2015-08-01,Washington Heights,Manhattan,neighborhood,135
2015-08-01,West Harlem,Manhattan,neighborhood,5
2015-08-01,West Village,Manhattan,neighborhood,195
2015-08-01,Westchester Village,Bronx,neighborhood,1
2015-08-01,Whitestone,Queens,neighborhood,40
2015-08-01,Williamsbridge,Bronx,neighborhood,12
2015-08-01,Williamsburg,Brooklyn,neighborhood,258
2015-08-01,Windsor Terrace,Brooklyn,neighborhood,25
2015-08-01,Woodhaven,Queens,neighborhood,11
2015-08-01,Woodlawn,Bronx,neighborhood,3
2015-08-01,Woodside,Queens,neighborhood,23
2015-08-01,Woodstock,Bronx,neighborhood,1
2015-09-01,All Downtown,Manhattan,submarket,2444
2015-09-01,All Midtown,Manhattan,submarket,1659
2015-09-01,All Upper East Side,Manhattan,submarket,1489
2015-09-01,All Upper Manhattan,Manhattan,submarket,577
2015-09-01,All Upper West Side,Manhattan,submarket,1072
2015-09-01,Astoria,Queens,neighborhood,131
2015-09-01,Auburndale,Queens,neighborhood,13
2015-09-01,Bath Beach,Brooklyn,neighborhood,11
2015-09-01,Battery Park City,Manhattan,neighborhood,100
2015-09-01,Bay Ridge,Brooklyn,neighborhood,112
2015-09-01,Baychester,Bronx,neighborhood,3
2015-09-01,Bayside,Queens,neighborhood,81
2015-09-01,Bedford Park,Bronx,neighborhood,9
2015-09-01,Bedford-Stuyvesant,Brooklyn,neighborhood,286
2015-09-01,Bellerose,Queens,neighborhood,22
2015-09-01,Belmont,Bronx,neighborhood,0
2015-09-01,Bensonhurst,Brooklyn,neighborhood,34
2015-09-01,Bergen Beach,Brooklyn,neighborhood,36
2015-09-01,Boerum Hill,Brooklyn,neighborhood,79
2015-09-01,Borough Park,Brooklyn,neighborhood,11
2015-09-01,Briarwood,Queens,neighborhood,36
2015-09-01,Brighton Beach,Brooklyn,neighborhood,68
2015-09-01,Bronx,Bronx,borough,850
2015-09-01,Bronxwood,Bronx,neighborhood,10
2015-09-01,Brooklyn,Brooklyn,borough,3242
2015-09-01,Brooklyn Heights,Brooklyn,neighborhood,120
2015-09-01,Brookville,Queens,neighborhood,2
2015-09-01,Brownsville,Brooklyn,neighborhood,17
2015-09-01,Bushwick,Brooklyn,neighborhood,121
2015-09-01,Cambria Heights,Queens,neighborhood,10
2015-09-01,Canarsie,Brooklyn,neighborhood,101
2015-09-01,Carroll Gardens,Brooklyn,neighborhood,78
2015-09-01,Castle Hill,Bronx,neighborhood,3
2015-09-01,Central Harlem,Manhattan,neighborhood,222
2015-09-01,Central Park South,Manhattan,neighborhood,79
2015-09-01,Central Queens,Queens,submarket,517
2015-09-01,Chelsea,Manhattan,neighborhood,324
2015-09-01,Chinatown,Manhattan,neighborhood,4
2015-09-01,City Island,Bronx,neighborhood,6
2015-09-01,Civic Center,Manhattan,neighborhood,2
2015-09-01,Clearview,Queens,neighborhood,16
2015-09-01,Clinton Hill,Brooklyn,neighborhood,103
2015-09-01,Co-op City,Bronx,neighborhood,0
2015-09-01,Cobble Hill,Brooklyn,neighborhood,27
2015-09-01,College Point,Queens,neighborhood,6
2015-09-01,Columbia St Waterfront District,Brooklyn,neighborhood,22
2015-09-01,Concourse,Bronx,neighborhood,30
2015-09-01,Coney Island,Brooklyn,neighborhood,35
2015-09-01,Corona,Queens,neighborhood,10
2015-09-01,Country Club,Bronx,neighborhood,4
2015-09-01,Crotona Park East,Bronx,neighborhood,2
2015-09-01,Crown Heights,Brooklyn,neighborhood,108
2015-09-01,DUMBO,Brooklyn,neighborhood,86
2015-09-01,Ditmas Park,Brooklyn,neighborhood,44
2015-09-01,Douglaston,Queens,neighborhood,26
2015-09-01,Downtown Brooklyn,Brooklyn,neighborhood,72
2015-09-01,Dyker Heights,Brooklyn,neighborhood,23
2015-09-01,East Brooklyn,Brooklyn,submarket,612
2015-09-01,East Elmhurst,Queens,neighborhood,10
2015-09-01,East Flatbush,Brooklyn,neighborhood,95
2015-09-01,East Harlem,Manhattan,neighborhood,64
2015-09-01,East New York,Brooklyn,neighborhood,80
2015-09-01,East Tremont,Bronx,neighborhood,5
2015-09-01,East Village,Manhattan,neighborhood,86
2015-09-01,Eastchester,Bronx,neighborhood,1
2015-09-01,Edenwald,Bronx,neighborhood,6
2015-09-01,Elmhurst,Queens,neighborhood,25
2015-09-01,Financial District,Manhattan,neighborhood,322
2015-09-01,Flatbush,Brooklyn,neighborhood,51
2015-09-01,Flatiron,Manhattan,neighborhood,231
2015-09-01,Flatlands,Brooklyn,neighborhood,42
2015-09-01,Floral Park,Queens,neighborhood,4
2015-09-01,Flushing,Queens,neighborhood,95
2015-09-01,Fordham,Bronx,neighborhood,5
2015-09-01,Forest Hills,Queens,neighborhood,206
2015-09-01,Fort Greene,Brooklyn,neighborhood,68
2015-09-01,Fresh Meadows,Queens,neighborhood,7
2015-09-01,Gerritsen Beach,Brooklyn,neighborhood,8
2015-09-01,Glen Oaks,Queens,neighborhood,24
2015-09-01,Glendale,Queens,neighborhood,13
2015-09-01,Gowanus,Brooklyn,neighborhood,14
2015-09-01,Gramercy Park,Manhattan,neighborhood,109
2015-09-01,Gravesend,Brooklyn,neighborhood,47
2015-09-01,Greenpoint,Brooklyn,neighborhood,62
2015-09-01,Greenwich Village,Manhattan,neighborhood,360
2015-09-01,Greenwood,Brooklyn,neighborhood,44
2015-09-01,Hamilton Heights,Manhattan,neighborhood,60
2015-09-01,Highbridge,Bronx,neighborhood,12
2015-09-01,Hillcrest,Queens,neighborhood,1
2015-09-01,Hollis,Queens,neighborhood,3
2015-09-01,Howard Beach,Queens,neighborhood,12
2015-09-01,Hunts Point,Bronx,neighborhood,0
2015-09-01,Inwood,Manhattan,neighborhood,41
2015-09-01,Jackson Heights,Queens,neighborhood,101
2015-09-01,Jamaica,Queens,neighborhood,18
2015-09-01,Jamaica Estates,Queens,neighborhood,12
2015-09-01,Jamaica Hills,Queens,neighborhood,5
2015-09-01,Kensington,Brooklyn,neighborhood,56
2015-09-01,Kew Gardens,Queens,neighborhood,75
2015-09-01,Kew Gardens Hills,Queens,neighborhood,33
2015-09-01,Kingsbridge,Bronx,neighborhood,19
2015-09-01,Laconia,Bronx,neighborhood,1
2015-09-01,Laurelton,Queens,neighborhood,14
2015-09-01,Little Italy,Manhattan,neighborhood,13
2015-09-01,Little Neck,Queens,neighborhood,29
2015-09-01,Long Island City,Queens,neighborhood,131
2015-09-01,Longwood,Bronx,neighborhood,2
2015-09-01,Lower East Side,Manhattan,neighborhood,100
2015-09-01,Manhattan,Manhattan,borough,7258
2015-09-01,Manhattan Beach,Brooklyn,neighborhood,18
2015-09-01,Marble Hill,Manhattan,neighborhood,0
2015-09-01,Marine Park,Brooklyn,neighborhood,35
2015-09-01,Maspeth,Queens,neighborhood,14
2015-09-01,Melrose,Bronx,neighborhood,0
2015-09-01,Middle Village,Queens,neighborhood,14
2015-09-01,Midtown,Manhattan,neighborhood,335
2015-09-01,Midtown East,Manhattan,neighborhood,856
2015-09-01,Midtown South,Manhattan,neighborhood,93
2015-09-01,Midtown West,Manhattan,neighborhood,296
2015-09-01,Midwood,Brooklyn,neighborhood,74
2015-09-01,Mill Basin,Brooklyn,neighborhood,39
2015-09-01,Morningside Heights,Manhattan,neighborhood,44
2015-09-01,Morris Heights,Bronx,neighborhood,1
2015-09-01,Morris Park,Bronx,neighborhood,13
2015-09-01,Morrisania,Bronx,neighborhood,6
2015-09-01,Mott Haven,Bronx,neighborhood,6
2015-09-01,NYC,,city,13112
2015-09-01,New Hyde Park,Queens,neighborhood,1
2015-09-01,Nolita,Manhattan,neighborhood,22
2015-09-01,North Brooklyn,Brooklyn,submarket,358
2015-09-01,North Corona,Queens,neighborhood,12
2015-09-01,Northeast Queens,Queens,submarket,538
2015-09-01,Northwest Brooklyn,Brooklyn,submarket,734
2015-09-01,Northwest Queens,Queens,submarket,300
2015-09-01,Norwood,Bronx,neighborhood,5
2015-09-01,Oakland Gardens,Queens,neighborhood,29
2015-09-01,Ocean Parkway,Brooklyn,neighborhood,0
2015-09-01,Old Mill Basin,Brooklyn,neighborhood,11
2015-09-01,Ozone Park,Queens,neighborhood,8
2015-09-01,Park Slope,Brooklyn,neighborhood,174
2015-09-01,Parkchester,Bronx,neighborhood,13
2015-09-01,Pelham Bay,Bronx,neighborhood,9
2015-09-01,Pelham Gardens,Bronx,neighborhood,1
2015-09-01,Pelham Parkway,Bronx,neighborhood,0
2015-09-01,Pomonok,Queens,neighborhood,1
2015-09-01,Port Morris,Bronx,neighborhood,0
2015-09-01,Prospect Heights,Brooklyn,neighborhood,118
2015-09-01,Prospect Lefferts Gardens,Brooklyn,neighborhood,22
2015-09-01,Prospect Park,Brooklyn,submarket,352
2015-09-01,Prospect Park South,Brooklyn,neighborhood,10
2015-09-01,Queens,Queens,borough,1613
2015-09-01,Queens Village,Queens,neighborhood,15
2015-09-01,Red Hook,Brooklyn,neighborhood,65
2015-09-01,Rego Park,Queens,neighborhood,69
2015-09-01,Richmond Hill,Queens,neighborhood,8
2015-09-01,Ridgewood,Queens,neighborhood,22
2015-09-01,Riverdale,Bronx,neighborhood,589
2015-09-01,Rockaway All,Queens,neighborhood,68
2015-09-01,Roosevelt Island,Manhattan,neighborhood,17
2015-09-01,Rosedale,Queens,neighborhood,11
2015-09-01,Schuylerville,Bronx,neighborhood,1
2015-09-01,Seagate,Brooklyn,neighborhood,15
2015-09-01,Sheepshead Bay,Brooklyn,neighborhood,140
2015-09-01,Soho,Manhattan,neighborhood,154
2015-09-01,Soundview,Bronx,neighborhood,13
2015-09-01,South Brooklyn,Brooklyn,submarket,1182
2015-09-01,South Jamaica,Queens,neighborhood,6
2015-09-01,South Ozone Park,Queens,neighborhood,6
2015-09-01,South Queens,Queens,submarket,190
2015-09-01,South Richmond Hill,Queens,neighborhood,11
2015-09-01,Springfield Gardens,Queens,neighborhood,8
2015-09-01,St. Albans,Queens,neighborhood,26
2015-09-01,Staten Island,Staten Island,borough,147
2015-09-01,Stuyvesant Town/PCV,Manhattan,neighborhood,0
2015-09-01,Sunnyside,Queens,neighborhood,38
2015-09-01,Sunset Park,Brooklyn,neighborhood,32
2015-09-01,The Rockaways,Queens,submarket,68
2015-09-01,Throgs Neck,Bronx,neighborhood,6
2015-09-01,Tremont,Bronx,neighborhood,5
2015-09-01,Tribeca,Manhattan,neighborhood,406
2015-09-01,University Heights,Bronx,neighborhood,19
2015-09-01,Upper East Side,Manhattan,neighborhood,1489
2015-09-01,Upper West Side,Manhattan,neighborhood,1072
2015-09-01,Utopia,Queens,neighborhood,0
2015-09-01,Van Nest,Bronx,neighborhood,4
2015-09-01,Wakefield,Bronx,neighborhood,15
2015-09-01,Washington Heights,Manhattan,neighborhood,139
2015-09-01,West Harlem,Manhattan,neighborhood,7
2015-09-01,West Village,Manhattan,neighborhood,211
2015-09-01,Westchester Village,Bronx,neighborhood,2
2015-09-01,Whitestone,Queens,neighborhood,39
2015-09-01,Williamsbridge,Bronx,neighborhood,15
2015-09-01,Williamsburg,Brooklyn,neighborhood,296
2015-09-01,Windsor Terrace,Brooklyn,neighborhood,28
2015-09-01,Woodhaven,Queens,neighborhood,15
2015-09-01,Woodlawn,Bronx,neighborhood,3
2015-09-01,Woodside,Queens,neighborhood,21
2015-09-01,Woodstock,Bronx,neighborhood,2
2015-10-01,All Downtown,Manhattan,submarket,2655
2015-10-01,All Midtown,Manhattan,submarket,1761
2015-10-01,All Upper East Side,Manhattan,submarket,1638
2015-10-01,All Upper Manhattan,Manhattan,submarket,601
2015-10-01,All Upper West Side,Manhattan,submarket,1127
2015-10-01,Astoria,Queens,neighborhood,113
2015-10-01,Auburndale,Queens,neighborhood,10
2015-10-01,Bath Beach,Brooklyn,neighborhood,12
2015-10-01,Battery Park City,Manhattan,neighborhood,96
2015-10-01,Bay Ridge,Brooklyn,neighborhood,126
2015-10-01,Baychester,Bronx,neighborhood,3
2015-10-01,Bayside,Queens,neighborhood,76
2015-10-01,Bedford Park,Bronx,neighborhood,6
2015-10-01,Bedford-Stuyvesant,Brooklyn,neighborhood,316
2015-10-01,Bellerose,Queens,neighborhood,25
2015-10-01,Belmont,Bronx,neighborhood,0
2015-10-01,Bensonhurst,Brooklyn,neighborhood,32
2015-10-01,Bergen Beach,Brooklyn,neighborhood,31
2015-10-01,Boerum Hill,Brooklyn,neighborhood,90
2015-10-01,Borough Park,Brooklyn,neighborhood,10
2015-10-01,Briarwood,Queens,neighborhood,34
2015-10-01,Brighton Beach,Brooklyn,neighborhood,70
2015-10-01,Bronx,Bronx,borough,804
2015-10-01,Bronxwood,Bronx,neighborhood,7
2015-10-01,Brooklyn,Brooklyn,borough,3484
2015-10-01,Brooklyn Heights,Brooklyn,neighborhood,145
2015-10-01,Brookville,Queens,neighborhood,1
2015-10-01,Brownsville,Brooklyn,neighborhood,16
2015-10-01,Bushwick,Brooklyn,neighborhood,113
2015-10-01,Cambria Heights,Queens,neighborhood,9
2015-10-01,Canarsie,Brooklyn,neighborhood,99
2015-10-01,Carroll Gardens,Brooklyn,neighborhood,72
2015-10-01,Castle Hill,Bronx,neighborhood,3
2015-10-01,Central Harlem,Manhattan,neighborhood,243
2015-10-01,Central Park South,Manhattan,neighborhood,85
2015-10-01,Central Queens,Queens,submarket,543
2015-10-01,Chelsea,Manhattan,neighborhood,383
2015-10-01,Chinatown,Manhattan,neighborhood,5
2015-10-01,City Island,Bronx,neighborhood,3
2015-10-01,Civic Center,Manhattan,neighborhood,3
2015-10-01,Clearview,Queens,neighborhood,14
2015-10-01,Clinton Hill,Brooklyn,neighborhood,117
2015-10-01,Co-op City,Bronx,neighborhood,0
2015-10-01,Cobble Hill,Brooklyn,neighborhood,34
2015-10-01,College Point,Queens,neighborhood,6
2015-10-01,Columbia St Waterfront District,Brooklyn,neighborhood,21
2015-10-01,Concourse,Bronx,neighborhood,28
2015-10-01,Coney Island,Brooklyn,neighborhood,34
2015-10-01,Corona,Queens,neighborhood,10
2015-10-01,Country Club,Bronx,neighborhood,4
2015-10-01,Crotona Park East,Bronx,neighborhood,1
2015-10-01,Crown Heights,Brooklyn,neighborhood,142
2015-10-01,DUMBO,Brooklyn,neighborhood,89
2015-10-01,Ditmas Park,Brooklyn,neighborhood,59
2015-10-01,Douglaston,Queens,neighborhood,22
2015-10-01,Downtown Brooklyn,Brooklyn,neighborhood,85
2015-10-01,Dyker Heights,Brooklyn,neighborhood,20
2015-10-01,East Brooklyn,Brooklyn,submarket,678
2015-10-01,East Elmhurst,Queens,neighborhood,8
2015-10-01,East Flatbush,Brooklyn,neighborhood,88
2015-10-01,East Harlem,Manhattan,neighborhood,69
2015-10-01,East New York,Brooklyn,neighborhood,91
2015-10-01,East Tremont,Bronx,neighborhood,4
2015-10-01,East Village,Manhattan,neighborhood,93
2015-10-01,Eastchester,Bronx,neighborhood,1
2015-10-01,Edenwald,Bronx,neighborhood,7
2015-10-01,Elmhurst,Queens,neighborhood,24
2015-10-01,Financial District,Manhattan,neighborhood,341
2015-10-01,Flatbush,Brooklyn,neighborhood,47
2015-10-01,Flatiron,Manhattan,neighborhood,258
2015-10-01,Flatlands,Brooklyn,neighborhood,51
2015-10-01,Floral Park,Queens,neighborhood,2
2015-10-01,Flushing,Queens,neighborhood,90
2015-10-01,Fordham,Bronx,neighborhood,5
2015-10-01,Forest Hills,Queens,neighborhood,221
2015-10-01,Fort Greene,Brooklyn,neighborhood,72
2015-10-01,Fresh Meadows,Queens,neighborhood,6
2015-10-01,Gerritsen Beach,Brooklyn,neighborhood,10
2015-10-01,Glen Oaks,Queens,neighborhood,17
2015-10-01,Glendale,Queens,neighborhood,13
2015-10-01,Gowanus,Brooklyn,neighborhood,18
2015-10-01,Gramercy Park,Manhattan,neighborhood,115
2015-10-01,Gravesend,Brooklyn,neighborhood,44
2015-10-01,Greenpoint,Brooklyn,neighborhood,59
2015-10-01,Greenwich Village,Manhattan,neighborhood,402
2015-10-01,Greenwood,Brooklyn,neighborhood,47
2015-10-01,Hamilton Heights,Manhattan,neighborhood,61
2015-10-01,Highbridge,Bronx,neighborhood,13
2015-10-01,Hillcrest,Queens,neighborhood,1
2015-10-01,Hollis,Queens,neighborhood,5
2015-10-01,Howard Beach,Queens,neighborhood,15
2015-10-01,Hunts Point,Bronx,neighborhood,0
2015-10-01,Inwood,Manhattan,neighborhood,44
2015-10-01,Jackson Heights,Queens,neighborhood,101
2015-10-01,Jamaica,Queens,neighborhood,16
2015-10-01,Jamaica Estates,Queens,neighborhood,15
2015-10-01,Jamaica Hills,Queens,neighborhood,5
2015-10-01,Kensington,Brooklyn,neighborhood,57
2015-10-01,Kew Gardens,Queens,neighborhood,78
2015-10-01,Kew Gardens Hills,Queens,neighborhood,31
2015-10-01,Kingsbridge,Bronx,neighborhood,20
2015-10-01,Laconia,Bronx,neighborhood,2
2015-10-01,Laurelton,Queens,neighborhood,13
2015-10-01,Little Italy,Manhattan,neighborhood,13
2015-10-01,Little Neck,Queens,neighborhood,23
2015-10-01,Long Island City,Queens,neighborhood,139
2015-10-01,Longwood,Bronx,neighborhood,2
2015-10-01,Lower East Side,Manhattan,neighborhood,94
2015-10-01,Manhattan,Manhattan,borough,7803
2015-10-01,Manhattan Beach,Brooklyn,neighborhood,15
2015-10-01,Marble Hill,Manhattan,neighborhood,0
2015-10-01,Marine Park,Brooklyn,neighborhood,40
2015-10-01,Maspeth,Queens,neighborhood,14
2015-10-01,Melrose,Bronx,neighborhood,0
2015-10-01,Middle Village,Queens,neighborhood,13
2015-10-01,Midtown,Manhattan,neighborhood,366
2015-10-01,Midtown East,Manhattan,neighborhood,915
2015-10-01,Midtown South,Manhattan,neighborhood,94
2015-10-01,Midtown West,Manhattan,neighborhood,301
2015-10-01,Midwood,Brooklyn,neighborhood,70
2015-10-01,Mill Basin,Brooklyn,neighborhood,39
2015-10-01,Morningside Heights,Manhattan,neighborhood,43
2015-10-01,Morris Heights,Bronx,neighborhood,1
2015-10-01,Morris Park,Bronx,neighborhood,12
2015-10-01,Morrisania,Bronx,neighborhood,7
2015-10-01,Mott Haven,Bronx,neighborhood,5
2015-10-01,NYC,,city,13846
2015-10-01,New Hyde Park,Queens,neighborhood,1
2015-10-01,Nolita,Manhattan,neighborhood,28
2015-10-01,North Brooklyn,Brooklyn,submarket,375
2015-10-01,North Corona,Queens,neighborhood,10
2015-10-01,Northeast Queens,Queens,submarket,502
2015-10-01,Northwest Brooklyn,Brooklyn,submarket,808
2015-10-01,Northwest Queens,Queens,submarket,293
2015-10-01,Norwood,Bronx,neighborhood,4
2015-10-01,Oakland Gardens,Queens,neighborhood,26
2015-10-01,Ocean Parkway,Brooklyn,neighborhood,0
2015-10-01,Old Mill Basin,Brooklyn,neighborhood,7
2015-10-01,Ozone Park,Queens,neighborhood,7
2015-10-01,Park Slope,Brooklyn,neighborhood,195
2015-10-01,Parkchester,Bronx,neighborhood,16
2015-10-01,Pelham Bay,Bronx,neighborhood,6
2015-10-01,Pelham Gardens,Bronx,neighborhood,2
2015-10-01,Pelham Parkway,Bronx,neighborhood,0
2015-10-01,Pomonok,Queens,neighborhood,2
2015-10-01,Port Morris,Bronx,neighborhood,0
2015-10-01,Prospect Heights,Brooklyn,neighborhood,127
2015-10-01,Prospect Lefferts Gardens,Brooklyn,neighborhood,31
2015-10-01,Prospect Park,Brooklyn,submarket,406
2015-10-01,Prospect Park South,Brooklyn,neighborhood,10
2015-10-01,Queens,Queens,borough,1609
2015-10-01,Queens Village,Queens,neighborhood,16
2015-10-01,Red Hook,Brooklyn,neighborhood,65
2015-10-01,Rego Park,Queens,neighborhood,77
2015-10-01,Richmond Hill,Queens,neighborhood,11
2015-10-01,Ridgewood,Queens,neighborhood,22
2015-10-01,Riverdale,Bronx,neighborhood,550
2015-10-01,Rockaway All,Queens,neighborhood,59
2015-10-01,Roosevelt Island,Manhattan,neighborhood,21
2015-10-01,Rosedale,Queens,neighborhood,11
2015-10-01,Schuylerville,Bronx,neighborhood,1
2015-10-01,Seagate,Brooklyn,neighborhood,14
2015-10-01,Sheepshead Bay,Brooklyn,neighborhood,161
2015-10-01,Soho,Manhattan,neighborhood,166
2015-10-01,Soundview,Bronx,neighborhood,11
2015-10-01,South Brooklyn,Brooklyn,submarket,1213
2015-10-01,South Jamaica,Queens,neighborhood,10
2015-10-01,South Ozone Park,Queens,neighborhood,7
2015-10-01,South Queens,Queens,submarket,212
2015-10-01,South Richmond Hill,Queens,neighborhood,13
2015-10-01,Springfield Gardens,Queens,neighborhood,10
2015-10-01,St. Albans,Queens,neighborhood,30
2015-10-01,Staten Island,Staten Island,borough,142
2015-10-01,Stuyvesant Town/PCV,Manhattan,neighborhood,0
2015-10-01,Sunnyside,Queens,neighborhood,41
2015-10-01,Sunset Park,Brooklyn,neighborhood,30
2015-10-01,The Rockaways,Queens,submarket,59
2015-10-01,Throgs Neck,Bronx,neighborhood,11
2015-10-01,Tremont,Bronx,neighborhood,5
2015-10-01,Tribeca,Manhattan,neighborhood,426
2015-10-01,University Heights,Bronx,neighborhood,13
2015-10-01,Upper East Side,Manhattan,neighborhood,1638
2015-10-01,Upper West Side,Manhattan,neighborhood,1127
2015-10-01,Utopia,Queens,neighborhood,0
2015-10-01,Van Nest,Bronx,neighborhood,4
2015-10-01,Wakefield,Bronx,neighborhood,18
2015-10-01,Washington Heights,Manhattan,neighborhood,133
2015-10-01,West Harlem,Manhattan,neighborhood,8
2015-10-01,West Village,Manhattan,neighborhood,232
2015-10-01,Westchester Village,Bronx,neighborhood,2
2015-10-01,Whitestone,Queens,neighborhood,38
2015-10-01,Williamsbridge,Bronx,neighborhood,18
2015-10-01,Williamsburg,Brooklyn,neighborhood,316
2015-10-01,Windsor Terrace,Brooklyn,neighborhood,43
2015-10-01,Woodhaven,Queens,neighborhood,18
2015-10-01,Woodlawn,Bronx,neighborhood,2
2015-10-01,Woodside,Queens,neighborhood,30
2015-10-01,Woodstock,Bronx,neighborhood,2
2015-11-01,All Downtown,Manhattan,submarket,2502
