variable,areaName,Borough,areaType,value
2012-11-01,Fresh Meadows,Queens,neighborhood,0
2012-11-01,Gerritsen Beach,Brooklyn,neighborhood,4
2012-11-01,Glen Oaks,Queens,neighborhood,5
2012-11-01,Glendale,Queens,neighborhood,2
2012-11-01,Gowanus,Brooklyn,neighborhood,8
2012-11-01,Gramercy Park,Manhattan,neighborhood,148
2012-11-01,Gravesend,Brooklyn,neighborhood,39
2012-11-01,Greenpoint,Brooklyn,neighborhood,56
2012-11-01,Greenwich Village,Manhattan,neighborhood,232
2012-11-01,Greenwood,Brooklyn,neighborhood,32
2012-11-01,Hamilton Heights,Manhattan,neighborhood,84
2012-11-01,Highbridge,Bronx,neighborhood,2
2012-11-01,Hillcrest,Queens,neighborhood,2
2012-11-01,Hollis,Queens,neighborhood,0
2012-11-01,Howard Beach,Queens,neighborhood,16
2012-11-01,Hunts Point,Bronx,neighborhood,0
2012-11-01,Inwood,Manhattan,neighborhood,61
2012-11-01,Jackson Heights,Queens,neighborhood,100
2012-11-01,Jamaica,Queens,neighborhood,8
2012-11-01,Jamaica Estates,Queens,neighborhood,10
2012-11-01,Jamaica Hills,Queens,neighborhood,1
2012-11-01,Kensington,Brooklyn,neighborhood,63
2012-11-01,Kew Gardens,Queens,neighborhood,32
2012-11-01,Kew Gardens Hills,Queens,neighborhood,14
2012-11-01,Kingsbridge,Bronx,neighborhood,22
2012-11-01,Laconia,Bronx,neighborhood,0
2012-11-01,Laurelton,Queens,neighborhood,6
2012-11-01,Little Italy,Manhattan,neighborhood,10
2012-11-01,Little Neck,Queens,neighborhood,7
2012-11-01,Long Island City,Queens,neighborhood,126
2012-11-01,Longwood,Bronx,neighborhood,1
2012-11-01,Lower East Side,Manhattan,neighborhood,109
2012-11-01,Manhattan,Manhattan,borough,7706
2012-11-01,Manhattan Beach,Brooklyn,neighborhood,6
2012-11-01,Marble Hill,Manhattan,neighborhood,0
2012-11-01,Marine Park,Brooklyn,neighborhood,16
2012-11-01,Maspeth,Queens,neighborhood,10
2012-11-01,Melrose,Bronx,neighborhood,0
2012-11-01,Middle Village,Queens,neighborhood,9
2012-11-01,Midtown,Manhattan,neighborhood,289
2012-11-01,Midtown East,Manhattan,neighborhood,1064
2012-11-01,Midtown South,Manhattan,neighborhood,83
2012-11-01,Midtown West,Manhattan,neighborhood,265
2012-11-01,Midwood,Brooklyn,neighborhood,61
2012-11-01,Mill Basin,Brooklyn,neighborhood,10
2012-11-01,Morningside Heights,Manhattan,neighborhood,60
2012-11-01,Morris Heights,Bronx,neighborhood,1
2012-11-01,Morris Park,Bronx,neighborhood,20
2012-11-01,Morrisania,Bronx,neighborhood,3
2012-11-01,Mott Haven,Bronx,neighborhood,4
2012-11-01,NYC,,city,13507
2012-11-01,New Hyde Park,Queens,neighborhood,0
2012-11-01,Nolita,Manhattan,neighborhood,6
2012-11-01,North Brooklyn,Brooklyn,submarket,200
2012-11-01,North Corona,Queens,neighborhood,8
2012-11-01,Northeast Queens,Queens,submarket,302
2012-11-01,Northwest Brooklyn,Brooklyn,submarket,596
2012-11-01,Northwest Queens,Queens,submarket,236
2012-11-01,Norwood,Bronx,neighborhood,9
2012-11-01,Oakland Gardens,Queens,neighborhood,10
2012-11-01,Ocean Parkway,Brooklyn,neighborhood,0
2012-11-01,Old Mill Basin,Brooklyn,neighborhood,4
2012-11-01,Ozone Park,Queens,neighborhood,4
2012-11-01,Park Slope,Brooklyn,neighborhood,197
2012-11-01,Parkchester,Bronx,neighborhood,7
2012-11-01,Pelham Bay,Bronx,neighborhood,6
2012-11-01,Pelham Gardens,Bronx,neighborhood,2
2012-11-01,Pelham Parkway,Bronx,neighborhood,0
2012-11-01,Pomonok,Queens,neighborhood,2
2012-11-01,Port Morris,Bronx,neighborhood,0
2012-11-01,Prospect Heights,Brooklyn,neighborhood,72
2012-11-01,Prospect Lefferts Gardens,Brooklyn,neighborhood,32
2012-11-01,Prospect Park,Brooklyn,submarket,355
2012-11-01,Prospect Park South,Brooklyn,neighborhood,15
2012-11-01,Queens,Queens,borough,1128
2012-11-01,Queens Village,Queens,neighborhood,2
2012-11-01,Red Hook,Brooklyn,neighborhood,10
2012-11-01,Rego Park,Queens,neighborhood,64
2012-11-01,Richmond Hill,Queens,neighborhood,4
2012-11-01,Ridgewood,Queens,neighborhood,10
2012-11-01,Riverdale,Bronx,neighborhood,557
2012-11-01,Rockaway All,Queens,neighborhood,15
2012-11-01,Roosevelt Island,Manhattan,neighborhood,6
2012-11-01,Rosedale,Queens,neighborhood,2
2012-11-01,Schuylerville,Bronx,neighborhood,1
2012-11-01,Seagate,Brooklyn,neighborhood,0
2012-11-01,Sheepshead Bay,Brooklyn,neighborhood,130
2012-11-01,Soho,Manhattan,neighborhood,136
2012-11-01,Soundview,Bronx,neighborhood,7
2012-11-01,South Brooklyn,Brooklyn,submarket,831
2012-11-01,South Jamaica,Queens,neighborhood,9
2012-11-01,South Ozone Park,Queens,neighborhood,0
2012-11-01,South Queens,Queens,submarket,92
2012-11-01,South Richmond Hill,Queens,neighborhood,3
2012-11-01,Springfield Gardens,Queens,neighborhood,11
2012-11-01,St. Albans,Queens,neighborhood,6
2012-11-01,Staten Island,Staten Island,borough,1583
2012-11-01,Stuyvesant Town/PCV,Manhattan,neighborhood,0
2012-11-01,Sunnyside,Queens,neighborhood,24
2012-11-01,Sunset Park,Brooklyn,neighborhood,26
2012-11-01,The Rockaways,Queens,submarket,15
2012-11-01,Throgs Neck,Bronx,neighborhood,8
2012-11-01,Tremont,Bronx,neighborhood,2
2012-11-01,Tribeca,Manhattan,neighborhood,212
2012-11-01,University Heights,Bronx,neighborhood,16
2012-11-01,Upper East Side,Manhattan,neighborhood,1933
2012-11-01,Upper West Side,Manhattan,neighborhood,1046
2012-11-01,Utopia,Queens,neighborhood,3
2012-11-01,Van Nest,Bronx,neighborhood,0
2012-11-01,Wakefield,Bronx,neighborhood,6
2012-11-01,Washington Heights,Manhattan,neighborhood,177
2012-11-01,West Harlem,Manhattan,neighborhood,13
2012-11-01,West Village,Manhattan,neighborhood,143
2012-11-01,Westchester Village,Bronx,neighborhood,0
2012-11-01,Whitestone,Queens,neighborhood,19
2012-11-01,Williamsbridge,Bronx,neighborhood,5
2012-11-01,Williamsburg,Brooklyn,neighborhood,144
2012-11-01,Windsor Terrace,Brooklyn,neighborhood,39
2012-11-01,Woodhaven,Queens,neighborhood,6
2012-11-01,Woodlawn,Bronx,neighborhood,4
2012-11-01,Woodside,Queens,neighborhood,31
2012-11-01,Woodstock,Bronx,neighborhood,2
2012-12-01,All Downtown,Manhattan,submarket,1913
2012-12-01,All Midtown,Manhattan,submarket,1650
2012-12-01,All Upper East Side,Manhattan,submarket,1754
2012-12-01,All Upper Manhattan,Manhattan,submarket,807
2012-12-01,All Upper West Side,Manhattan,submarket,927
2012-12-01,Astoria,Queens,neighborhood,71
2012-12-01,Auburndale,Queens,neighborhood,9
2012-12-01,Bath Beach,Brooklyn,neighborhood,19
2012-12-01,Battery Park City,Manhattan,neighborhood,131
2012-12-01,Bay Ridge,Brooklyn,neighborhood,89
2012-12-01,Baychester,Bronx,neighborhood,0
2012-12-01,Bayside,Queens,neighborhood,35
2012-12-01,Bedford Park,Bronx,neighborhood,4
2012-12-01,Bedford-Stuyvesant,Brooklyn,neighborhood,121
2012-12-01,Bellerose,Queens,neighborhood,2
2012-12-01,Belmont,Bronx,neighborhood,0
2012-12-01,Bensonhurst,Brooklyn,neighborhood,10
2012-12-01,Bergen Beach,Brooklyn,neighborhood,6
2012-12-01,Boerum Hill,Brooklyn,neighborhood,21
2012-12-01,Borough Park,Brooklyn,neighborhood,15
2012-12-01,Briarwood,Queens,neighborhood,32
2012-12-01,Brighton Beach,Brooklyn,neighborhood,55
2012-12-01,Bronx,Bronx,borough,733
2012-12-01,Bronxwood,Bronx,neighborhood,5
2012-12-01,Brooklyn,Brooklyn,borough,2092
2012-12-01,Brooklyn Heights,Brooklyn,neighborhood,141
2012-12-01,Brookville,Queens,neighborhood,0
2012-12-01,Brownsville,Brooklyn,neighborhood,9
2012-12-01,Bushwick,Brooklyn,neighborhood,59
2012-12-01,Cambria Heights,Queens,neighborhood,4
2012-12-01,Canarsie,Brooklyn,neighborhood,42
2012-12-01,Carroll Gardens,Brooklyn,neighborhood,40
2012-12-01,Castle Hill,Bronx,neighborhood,1
2012-12-01,Central Harlem,Manhattan,neighborhood,334
2012-12-01,Central Park South,Manhattan,neighborhood,79
2012-12-01,Central Queens,Queens,submarket,466
2012-12-01,Chelsea,Manhattan,neighborhood,256
2012-12-01,Chinatown,Manhattan,neighborhood,17
2012-12-01,City Island,Bronx,neighborhood,10
2012-12-01,Civic Center,Manhattan,neighborhood,11
2012-12-01,Clearview,Queens,neighborhood,7
2012-12-01,Clinton Hill,Brooklyn,neighborhood,74
2012-12-01,Co-op City,Bronx,neighborhood,0
2012-12-01,Cobble Hill,Brooklyn,neighborhood,42
2012-12-01,College Point,Queens,neighborhood,7
2012-12-01,Columbia St Waterfront District,Brooklyn,neighborhood,19
2012-12-01,Concourse,Bronx,neighborhood,28
2012-12-01,Coney Island,Brooklyn,neighborhood,6
2012-12-01,Corona,Queens,neighborhood,17
2012-12-01,Country Club,Bronx,neighborhood,2
2012-12-01,Crotona Park East,Bronx,neighborhood,0
2012-12-01,Crown Heights,Brooklyn,neighborhood,69
2012-12-01,DUMBO,Brooklyn,neighborhood,39
2012-12-01,Ditmas Park,Brooklyn,neighborhood,29
2012-12-01,Douglaston,Queens,neighborhood,8
2012-12-01,Downtown Brooklyn,Brooklyn,neighborhood,78
2012-12-01,Dyker Heights,Brooklyn,neighborhood,8
2012-12-01,East Brooklyn,Brooklyn,submarket,322
2012-12-01,East Elmhurst,Queens,neighborhood,6
2012-12-01,East Flatbush,Brooklyn,neighborhood,73
2012-12-01,East Harlem,Manhattan,neighborhood,104
2012-12-01,East New York,Brooklyn,neighborhood,64
2012-12-01,East Tremont,Bronx,neighborhood,12
2012-12-01,East Village,Manhattan,neighborhood,82
2012-12-01,Eastchester,Bronx,neighborhood,2
2012-12-01,Edenwald,Bronx,neighborhood,0
2012-12-01,Elmhurst,Queens,neighborhood,19
2012-12-01,Financial District,Manhattan,neighborhood,317
2012-12-01,Flatbush,Brooklyn,neighborhood,42
2012-12-01,Flatiron,Manhattan,neighborhood,170
2012-12-01,Flatlands,Brooklyn,neighborhood,14
2012-12-01,Floral Park,Queens,neighborhood,0
2012-12-01,Flushing,Queens,neighborhood,107
2012-12-01,Fordham,Bronx,neighborhood,8
2012-12-01,Forest Hills,Queens,neighborhood,188
2012-12-01,Fort Greene,Brooklyn,neighborhood,61
2012-12-01,Fresh Meadows,Queens,neighborhood,0
2012-12-01,Gerritsen Beach,Brooklyn,neighborhood,4
2012-12-01,Glen Oaks,Queens,neighborhood,14
2012-12-01,Glendale,Queens,neighborhood,1
2012-12-01,Gowanus,Brooklyn,neighborhood,5
2012-12-01,Gramercy Park,Manhattan,neighborhood,137
2012-12-01,Gravesend,Brooklyn,neighborhood,42
2012-12-01,Greenpoint,Brooklyn,neighborhood,43
2012-12-01,Greenwich Village,Manhattan,neighborhood,200
2012-12-01,Greenwood,Brooklyn,neighborhood,28
2012-12-01,Hamilton Heights,Manhattan,neighborhood,79
2012-12-01,Highbridge,Bronx,neighborhood,2
2012-12-01,Hillcrest,Queens,neighborhood,2
2012-12-01,Hollis,Queens,neighborhood,0
2012-12-01,Howard Beach,Queens,neighborhood,17
2012-12-01,Hunts Point,Bronx,neighborhood,0
2012-12-01,Inwood,Manhattan,neighborhood,57
2012-12-01,Jackson Heights,Queens,neighborhood,97
2012-12-01,Jamaica,Queens,neighborhood,7
2012-12-01,Jamaica Estates,Queens,neighborhood,10
2012-12-01,Jamaica Hills,Queens,neighborhood,2
2012-12-01,Kensington,Brooklyn,neighborhood,59
2012-12-01,Kew Gardens,Queens,neighborhood,29
2012-12-01,Kew Gardens Hills,Queens,neighborhood,14
2012-12-01,Kingsbridge,Bronx,neighborhood,20
2012-12-01,Laconia,Bronx,neighborhood,0
2012-12-01,Laurelton,Queens,neighborhood,6
2012-12-01,Little Italy,Manhattan,neighborhood,7
2012-12-01,Little Neck,Queens,neighborhood,6
2012-12-01,Long Island City,Queens,neighborhood,107
2012-12-01,Longwood,Bronx,neighborhood,0
2012-12-01,Lower East Side,Manhattan,neighborhood,96
2012-12-01,Manhattan,Manhattan,borough,7056
2012-12-01,Manhattan Beach,Brooklyn,neighborhood,7
2012-12-01,Marble Hill,Manhattan,neighborhood,0
2012-12-01,Marine Park,Brooklyn,neighborhood,14
2012-12-01,Maspeth,Queens,neighborhood,11
2012-12-01,Melrose,Bronx,neighborhood,0
2012-12-01,Middle Village,Queens,neighborhood,9
2012-12-01,Midtown,Manhattan,neighborhood,269
2012-12-01,Midtown East,Manhattan,neighborhood,984
2012-12-01,Midtown South,Manhattan,neighborhood,74
2012-12-01,Midtown West,Manhattan,neighborhood,244
2012-12-01,Midwood,Brooklyn,neighborhood,59
2012-12-01,Mill Basin,Brooklyn,neighborhood,9
2012-12-01,Morningside Heights,Manhattan,neighborhood,53
2012-12-01,Morris Heights,Bronx,neighborhood,2
2012-12-01,Morris Park,Bronx,neighborhood,17
2012-12-01,Morrisania,Bronx,neighborhood,2
2012-12-01,Mott Haven,Bronx,neighborhood,2
2012-12-01,NYC,,city,12388
2012-12-01,New Hyde Park,Queens,neighborhood,0
2012-12-01,Nolita,Manhattan,neighborhood,30
2012-12-01,North Brooklyn,Brooklyn,submarket,159
2012-12-01,North Corona,Queens,neighborhood,25
2012-12-01,Northeast Queens,Queens,submarket,305
2012-12-01,Northwest Brooklyn,Brooklyn,submarket,528
2012-12-01,Northwest Queens,Queens,submarket,201
2012-12-01,Norwood,Bronx,neighborhood,9
2012-12-01,Oakland Gardens,Queens,neighborhood,9
2012-12-01,Ocean Parkway,Brooklyn,neighborhood,0
2012-12-01,Old Mill Basin,Brooklyn,neighborhood,4
2012-12-01,Ozone Park,Queens,neighborhood,4
2012-12-01,Park Slope,Brooklyn,neighborhood,148
2012-12-01,Parkchester,Bronx,neighborhood,8
2012-12-01,Pelham Bay,Bronx,neighborhood,6
2012-12-01,Pelham Gardens,Bronx,neighborhood,2
2012-12-01,Pelham Parkway,Bronx,neighborhood,0
2012-12-01,Pomonok,Queens,neighborhood,2
2012-12-01,Port Morris,Bronx,neighborhood,0
2012-12-01,Prospect Heights,Brooklyn,neighborhood,59
2012-12-01,Prospect Lefferts Gardens,Brooklyn,neighborhood,33
2012-12-01,Prospect Park,Brooklyn,submarket,286
2012-12-01,Prospect Park South,Brooklyn,neighborhood,13
2012-12-01,Queens,Queens,borough,1080
2012-12-01,Queens Village,Queens,neighborhood,3
2012-12-01,Red Hook,Brooklyn,neighborhood,8
2012-12-01,Rego Park,Queens,neighborhood,56
2012-12-01,Richmond Hill,Queens,neighborhood,4
2012-12-01,Ridgewood,Queens,neighborhood,9
2012-12-01,Riverdale,Bronx,neighborhood,539
2012-12-01,Rockaway All,Queens,neighborhood,16
2012-12-01,Roosevelt Island,Manhattan,neighborhood,5
2012-12-01,Rosedale,Queens,neighborhood,2
2012-12-01,Schuylerville,Bronx,neighborhood,0
2012-12-01,Seagate,Brooklyn,neighborhood,0
2012-12-01,Sheepshead Bay,Brooklyn,neighborhood,133
2012-12-01,Soho,Manhattan,neighborhood,123
2012-12-01,Soundview,Bronx,neighborhood,7
2012-12-01,South Brooklyn,Brooklyn,submarket,796
2012-12-01,South Jamaica,Queens,neighborhood,9
2012-12-01,South Ozone Park,Queens,neighborhood,0
2012-12-01,South Queens,Queens,submarket,93
2012-12-01,South Richmond Hill,Queens,neighborhood,3
2012-12-01,Springfield Gardens,Queens,neighborhood,10
2012-12-01,St. Albans,Queens,neighborhood,7
2012-12-01,Staten Island,Staten Island,borough,1422
2012-12-01,Stuyvesant Town/PCV,Manhattan,neighborhood,0
2012-12-01,Sunnyside,Queens,neighborhood,23
2012-12-01,Sunset Park,Brooklyn,neighborhood,29
2012-12-01,The Rockaways,Queens,submarket,16
2012-12-01,Throgs Neck,Bronx,neighborhood,8
2012-12-01,Tremont,Bronx,neighborhood,2
2012-12-01,Tribeca,Manhattan,neighborhood,207
2012-12-01,University Heights,Bronx,neighborhood,14
2012-12-01,Upper East Side,Manhattan,neighborhood,1754
2012-12-01,Upper West Side,Manhattan,neighborhood,927
2012-12-01,Utopia,Queens,neighborhood,2
2012-12-01,Van Nest,Bronx,neighborhood,0
2012-12-01,Wakefield,Bronx,neighborhood,7
2012-12-01,Washington Heights,Manhattan,neighborhood,167
2012-12-01,West Harlem,Manhattan,neighborhood,13
2012-12-01,West Village,Manhattan,neighborhood,129
2012-12-01,Westchester Village,Bronx,neighborhood,0
2012-12-01,Whitestone,Queens,neighborhood,19
2012-12-01,Williamsbridge,Bronx,neighborhood,4
2012-12-01,Williamsburg,Brooklyn,neighborhood,116
2012-12-01,Windsor Terrace,Brooklyn,neighborhood,33
2012-12-01,Woodhaven,Queens,neighborhood,5
2012-12-01,Woodlawn,Bronx,neighborhood,4
2012-12-01,Woodside,Queens,neighborhood,28
2012-12-01,Woodstock,Bronx,neighborhood,3
2013-01-01,All Downtown,Manhattan,submarket,1976
2013-01-01,All Midtown,Manhattan,submarket,1689
2013-01-01,All Upper East Side,Manhattan,submarket,1854
2013-01-01,All Upper Manhattan,Manhattan,submarket,767
2013-01-01,All Upper West Side,Manhattan,submarket,952
2013-01-01,Astoria,Queens,neighborhood,69
2013-01-01,Auburndale,Queens,neighborhood,6
2013-01-01,Bath Beach,Brooklyn,neighborhood,17
2013-01-01,Battery Park City,Manhattan,neighborhood,130
2013-01-01,Bay Ridge,Brooklyn,neighborhood,106
2013-01-01,Baychester,Bronx,neighborhood,0
2013-01-01,Bayside,Queens,neighborhood,32
2013-01-01,Bedford Park,Bronx,neighborhood,5
2013-01-01,Bedford-Stuyvesant,Brooklyn,neighborhood,123
2013-01-01,Bellerose,Queens,neighborhood,1
2013-01-01,Belmont,Bronx,neighborhood,2
2013-01-01,Bensonhurst,Brooklyn,neighborhood,12
2013-01-01,Bergen Beach,Brooklyn,neighborhood,9
2013-01-01,Boerum Hill,Brooklyn,neighborhood,15
2013-01-01,Borough Park,Brooklyn,neighborhood,15
2013-01-01,Briarwood,Queens,neighborhood,33
2013-01-01,Brighton Beach,Brooklyn,neighborhood,63
2013-01-01,Bronx,Bronx,borough,749
2013-01-01,Bronxwood,Bronx,neighborhood,7
2013-01-01,Brooklyn,Brooklyn,borough,2170
2013-01-01,Brooklyn Heights,Brooklyn,neighborhood,145
2013-01-01,Brookville,Queens,neighborhood,0
2013-01-01,Brownsville,Brooklyn,neighborhood,7
2013-01-01,Bushwick,Brooklyn,neighborhood,60
2013-01-01,Cambria Heights,Queens,neighborhood,3
2013-01-01,Canarsie,Brooklyn,neighborhood,45
2013-01-01,Carroll Gardens,Brooklyn,neighborhood,44
2013-01-01,Castle Hill,Bronx,neighborhood,1
2013-01-01,Central Harlem,Manhattan,neighborhood,309
2013-01-01,Central Park South,Manhattan,neighborhood,76
2013-01-01,Central Queens,Queens,submarket,470
2013-01-01,Chelsea,Manhattan,neighborhood,287
2013-01-01,Chinatown,Manhattan,neighborhood,14
2013-01-01,City Island,Bronx,neighborhood,12
2013-01-01,Civic Center,Manhattan,neighborhood,14
2013-01-01,Clearview,Queens,neighborhood,6
2013-01-01,Clinton Hill,Brooklyn,neighborhood,71
2013-01-01,Co-op City,Bronx,neighborhood,0
2013-01-01,Cobble Hill,Brooklyn,neighborhood,44
2013-01-01,College Point,Queens,neighborhood,8
2013-01-01,Columbia St Waterfront District,Brooklyn,neighborhood,16
2013-01-01,Concourse,Bronx,neighborhood,23
2013-01-01,Coney Island,Brooklyn,neighborhood,8
2013-01-01,Corona,Queens,neighborhood,16
2013-01-01,Country Club,Bronx,neighborhood,3
2013-01-01,Crotona Park East,Bronx,neighborhood,1
2013-01-01,Crown Heights,Brooklyn,neighborhood,73
2013-01-01,DUMBO,Brooklyn,neighborhood,34
2013-01-01,Ditmas Park,Brooklyn,neighborhood,32
2013-01-01,Douglaston,Queens,neighborhood,10
2013-01-01,Downtown Brooklyn,Brooklyn,neighborhood,81
2013-01-01,Dyker Heights,Brooklyn,neighborhood,6
2013-01-01,East Brooklyn,Brooklyn,submarket,338
2013-01-01,East Elmhurst,Queens,neighborhood,6
2013-01-01,East Flatbush,Brooklyn,neighborhood,75
2013-01-01,East Harlem,Manhattan,neighborhood,100
2013-01-01,East New York,Brooklyn,neighborhood,75
2013-01-01,East Tremont,Bronx,neighborhood,11
2013-01-01,East Village,Manhattan,neighborhood,89
2013-01-01,Eastchester,Bronx,neighborhood,1
2013-01-01,Edenwald,Bronx,neighborhood,1
2013-01-01,Elmhurst,Queens,neighborhood,20
2013-01-01,Financial District,Manhattan,neighborhood,323
2013-01-01,Flatbush,Brooklyn,neighborhood,43
2013-01-01,Flatiron,Manhattan,neighborhood,168
2013-01-01,Flatlands,Brooklyn,neighborhood,14
2013-01-01,Floral Park,Queens,neighborhood,0
2013-01-01,Flushing,Queens,neighborhood,106
2013-01-01,Fordham,Bronx,neighborhood,7
2013-01-01,Forest Hills,Queens,neighborhood,199
2013-01-01,Fort Greene,Brooklyn,neighborhood,58
2013-01-01,Fresh Meadows,Queens,neighborhood,0
2013-01-01,Gerritsen Beach,Brooklyn,neighborhood,5
2013-01-01,Glen Oaks,Queens,neighborhood,29
2013-01-01,Glendale,Queens,neighborhood,1
2013-01-01,Gowanus,Brooklyn,neighborhood,5
2013-01-01,Gramercy Park,Manhattan,neighborhood,136
2013-01-01,Gravesend,Brooklyn,neighborhood,66
2013-01-01,Greenpoint,Brooklyn,neighborhood,40
2013-01-01,Greenwich Village,Manhattan,neighborhood,223
2013-01-01,Greenwood,Brooklyn,neighborhood,25
2013-01-01,Hamilton Heights,Manhattan,neighborhood,84
2013-01-01,Highbridge,Bronx,neighborhood,2
2013-01-01,Hillcrest,Queens,neighborhood,2
2013-01-01,Hollis,Queens,neighborhood,0
2013-01-01,Howard Beach,Queens,neighborhood,14
2013-01-01,Hunts Point,Bronx,neighborhood,1
2013-01-01,Inwood,Manhattan,neighborhood,49
2013-01-01,Jackson Heights,Queens,neighborhood,96
2013-01-01,Jamaica,Queens,neighborhood,4
2013-01-01,Jamaica Estates,Queens,neighborhood,10
2013-01-01,Jamaica Hills,Queens,neighborhood,1
2013-01-01,Kensington,Brooklyn,neighborhood,51
2013-01-01,Kew Gardens,Queens,neighborhood,39
2013-01-01,Kew Gardens Hills,Queens,neighborhood,13
2013-01-01,Kingsbridge,Bronx,neighborhood,20
2013-01-01,Laconia,Bronx,neighborhood,0
2013-01-01,Laurelton,Queens,neighborhood,6
2013-01-01,Little Italy,Manhattan,neighborhood,8
2013-01-01,Little Neck,Queens,neighborhood,7
2013-01-01,Long Island City,Queens,neighborhood,128
2013-01-01,Longwood,Bronx,neighborhood,0
2013-01-01,Lower East Side,Manhattan,neighborhood,99
2013-01-01,Manhattan,Manhattan,borough,7241
2013-01-01,Manhattan Beach,Brooklyn,neighborhood,5
2013-01-01,Marble Hill,Manhattan,neighborhood,0
2013-01-01,Marine Park,Brooklyn,neighborhood,14
2013-01-01,Maspeth,Queens,neighborhood,8
2013-01-01,Melrose,Bronx,neighborhood,1
2013-01-01,Middle Village,Queens,neighborhood,8
2013-01-01,Midtown,Manhattan,neighborhood,286
2013-01-01,Midtown East,Manhattan,neighborhood,1020
2013-01-01,Midtown South,Manhattan,neighborhood,77
2013-01-01,Midtown West,Manhattan,neighborhood,230
2013-01-01,Midwood,Brooklyn,neighborhood,74
2013-01-01,Mill Basin,Brooklyn,neighborhood,10
2013-01-01,Morningside Heights,Manhattan,neighborhood,56
2013-01-01,Morris Heights,Bronx,neighborhood,2
2013-01-01,Morris Park,Bronx,neighborhood,17
2013-01-01,Morrisania,Bronx,neighborhood,1
2013-01-01,Mott Haven,Bronx,neighborhood,2
2013-01-01,NYC,,city,12698
2013-01-01,New Hyde Park,Queens,neighborhood,0
2013-01-01,Nolita,Manhattan,neighborhood,20
2013-01-01,North Brooklyn,Brooklyn,submarket,155
2013-01-01,North Corona,Queens,neighborhood,22
2013-01-01,Northeast Queens,Queens,submarket,327
2013-01-01,Northwest Brooklyn,Brooklyn,submarket,524
2013-01-01,Northwest Queens,Queens,submarket,220
2013-01-01,Norwood,Bronx,neighborhood,9
2013-01-01,Oakland Gardens,Queens,neighborhood,9
2013-01-01,Ocean Parkway,Brooklyn,neighborhood,0
2013-01-01,Old Mill Basin,Brooklyn,neighborhood,4
2013-01-01,Ozone Park,Queens,neighborhood,4
2013-01-01,Park Slope,Brooklyn,neighborhood,148
2013-01-01,Parkchester,Bronx,neighborhood,11
2013-01-01,Pelham Bay,Bronx,neighborhood,7
2013-01-01,Pelham Gardens,Bronx,neighborhood,2
2013-01-01,Pelham Parkway,Bronx,neighborhood,0
2013-01-01,Pomonok,Queens,neighborhood,2
2013-01-01,Port Morris,Bronx,neighborhood,0
2013-01-01,Prospect Heights,Brooklyn,neighborhood,56
2013-01-01,Prospect Lefferts Gardens,Brooklyn,neighborhood,33
2013-01-01,Prospect Park,Brooklyn,submarket,281
2013-01-01,Prospect Park South,Brooklyn,neighborhood,18
2013-01-01,Queens,Queens,borough,1116
2013-01-01,Queens Village,Queens,neighborhood,3
2013-01-01,Red Hook,Brooklyn,neighborhood,11
2013-01-01,Rego Park,Queens,neighborhood,58
2013-01-01,Richmond Hill,Queens,neighborhood,5
2013-01-01,Ridgewood,Queens,neighborhood,9
2013-01-01,Riverdale,Bronx,neighborhood,547
2013-01-01,Rockaway All,Queens,neighborhood,14
2013-01-01,Roosevelt Island,Manhattan,neighborhood,3
2013-01-01,Rosedale,Queens,neighborhood,2
2013-01-01,Schuylerville,Bronx,neighborhood,1
2013-01-01,Seagate,Brooklyn,neighborhood,0
2013-01-01,Sheepshead Bay,Brooklyn,neighborhood,146
2013-01-01,Soho,Manhattan,neighborhood,128
2013-01-01,Soundview,Bronx,neighborhood,7
2013-01-01,South Brooklyn,Brooklyn,submarket,871
2013-01-01,South Jamaica,Queens,neighborhood,9
2013-01-01,South Ozone Park,Queens,neighborhood,0
2013-01-01,South Queens,Queens,submarket,86
2013-01-01,South Richmond Hill,Queens,neighborhood,3
2013-01-01,Springfield Gardens,Queens,neighborhood,10
2013-01-01,St. Albans,Queens,neighborhood,7
2013-01-01,Staten Island,Staten Island,borough,1417
2013-01-01,Stuyvesant Town/PCV,Manhattan,neighborhood,0
2013-01-01,Sunnyside,Queens,neighborhood,23
2013-01-01,Sunset Park,Brooklyn,neighborhood,26
2013-01-01,The Rockaways,Queens,submarket,14
2013-01-01,Throgs Neck,Bronx,neighborhood,6
2013-01-01,Tremont,Bronx,neighborhood,3
2013-01-01,Tribeca,Manhattan,neighborhood,206
2013-01-01,University Heights,Bronx,neighborhood,15
2013-01-01,Upper East Side,Manhattan,neighborhood,1854
2013-01-01,Upper West Side,Manhattan,neighborhood,952
2013-01-01,Utopia,Queens,neighborhood,2
2013-01-01,Van Nest,Bronx,neighborhood,0
2013-01-01,Wakefield,Bronx,neighborhood,6
2013-01-01,Washington Heights,Manhattan,neighborhood,154
2013-01-01,West Harlem,Manhattan,neighborhood,15
2013-01-01,West Village,Manhattan,neighborhood,131
2013-01-01,Westchester Village,Bronx,neighborhood,0
2013-01-01,Whitestone,Queens,neighborhood,21
2013-01-01,Williamsbridge,Bronx,neighborhood,5
2013-01-01,Williamsburg,Brooklyn,neighborhood,115
2013-01-01,Windsor Terrace,Brooklyn,neighborhood,26
2013-01-01,Woodhaven,Queens,neighborhood,5
2013-01-01,Woodlawn,Bronx,neighborhood,4
2013-01-01,Woodside,Queens,neighborhood,27
