variable,areaName,Borough,areaType,value
2012-07-01,Prospect Park,Brooklyn,submarket,2598.0
2012-07-01,Prospect Park South,Brooklyn,neighborhood,1350.0
2012-07-01,Queens,Queens,borough,2450.0
2012-07-01,Queens Village,Queens,neighborhood,
2012-07-01,Red Hook,Brooklyn,neighborhood,2400.0
2012-07-01,Rego Park,Queens,neighborhood,1500.0
2012-07-01,Richmond Hill,Queens,neighborhood,
2012-07-01,Ridgewood,Queens,neighborhood,2590.0
2012-07-01,Riverdale,Bronx,neighborhood,1800.0
2012-07-01,Rockaway All,Queens,neighborhood,
2012-07-01,Roosevelt Island,Manhattan,neighborhood,3025.0
2012-07-01,Rosedale,Queens,neighborhood,
2012-07-01,Schuylerville,Bronx,neighborhood,
2012-07-01,Seagate,Brooklyn,neighborhood,
2012-07-01,Sheepshead Bay,Brooklyn,neighborhood,1500.0
2012-07-01,Soho,Manhattan,neighborhood,3975.0
2012-07-01,Soundview,Bronx,neighborhood,
2012-07-01,South Brooklyn,Brooklyn,submarket,1595.0
2012-07-01,South Jamaica,Queens,neighborhood,
2012-07-01,South Ozone Park,Queens,neighborhood,
2012-07-01,South Queens,Queens,submarket,1459.0
2012-07-01,South Richmond Hill,Queens,neighborhood,
2012-07-01,Springfield Gardens,Queens,neighborhood,
2012-07-01,St. Albans,Queens,neighborhood,
2012-07-01,Staten Island,Staten Island,borough,1400.0
2012-07-01,Stuyvesant Town/PCV,Manhattan,neighborhood,3615.0
2012-07-01,Sunnyside,Queens,neighborhood,1663.0
2012-07-01,Sunset Park,Brooklyn,neighborhood,1648.0
2012-07-01,The Rockaways,Queens,submarket,
2012-07-01,Throgs Neck,Bronx,neighborhood,
2012-07-01,Tremont,Bronx,neighborhood,
2012-07-01,Tribeca,Manhattan,neighborhood,7250.0
2012-07-01,University Heights,Bronx,neighborhood,
2012-07-01,Upper East Side,Manhattan,neighborhood,2700.0
2012-07-01,Upper West Side,Manhattan,neighborhood,3250.0
2012-07-01,Utopia,Queens,neighborhood,
2012-07-01,Van Nest,Bronx,neighborhood,
2012-07-01,Wakefield,Bronx,neighborhood,
2012-07-01,Washington Heights,Manhattan,neighborhood,1750.0
2012-07-01,West Harlem,Manhattan,neighborhood,1995.0
2012-07-01,West Village,Manhattan,neighborhood,3495.0
2012-07-01,Westchester Village,Bronx,neighborhood,
2012-07-01,Whitestone,Queens,neighborhood,1900.0
2012-07-01,Williamsbridge,Bronx,neighborhood,
2012-07-01,Williamsburg,Brooklyn,neighborhood,3200.0
2012-07-01,Windsor Terrace,Brooklyn,neighborhood,2100.0
2012-07-01,Woodhaven,Queens,neighborhood,
2012-07-01,Woodlawn,Bronx,neighborhood,
2012-07-01,Woodside,Queens,neighborhood,
2012-07-01,Woodstock,Bronx,neighborhood,
2012-08-01,All Downtown,Manhattan,submarket,3550.0
2012-08-01,All Midtown,Manhattan,submarket,3400.0
2012-08-01,All Upper East Side,Manhattan,submarket,2750.0
2012-08-01,All Upper Manhattan,Manhattan,submarket,2050.0
2012-08-01,All Upper West Side,Manhattan,submarket,3300.0
2012-08-01,Astoria,Queens,neighborhood,2250.0
2012-08-01,Auburndale,Queens,neighborhood,
2012-08-01,Bath Beach,Brooklyn,neighborhood,
2012-08-01,Battery Park City,Manhattan,neighborhood,4375.0
2012-08-01,Bay Ridge,Brooklyn,neighborhood,1498.0
2012-08-01,Baychester,Bronx,neighborhood,
2012-08-01,Bayside,Queens,neighborhood,1850.0
2012-08-01,Bedford Park,Bronx,neighborhood,1025.0
2012-08-01,Bedford-Stuyvesant,Brooklyn,neighborhood,1750.0
2012-08-01,Bellerose,Queens,neighborhood,
2012-08-01,Belmont,Bronx,neighborhood,
2012-08-01,Bensonhurst,Brooklyn,neighborhood,1525.0
2012-08-01,Bergen Beach,Brooklyn,neighborhood,
2012-08-01,Boerum Hill,Brooklyn,neighborhood,3100.0
2012-08-01,Borough Park,Brooklyn,neighborhood,
2012-08-01,Briarwood,Queens,neighborhood,
2012-08-01,Brighton Beach,Brooklyn,neighborhood,1663.0
2012-08-01,Bronx,Bronx,borough,1500.0
2012-08-01,Bronxwood,Bronx,neighborhood,
2012-08-01,Brooklyn,Brooklyn,borough,2500.0
2012-08-01,Brooklyn Heights,Brooklyn,neighborhood,3500.0
2012-08-01,Brookville,Queens,neighborhood,
2012-08-01,Brownsville,Brooklyn,neighborhood,
2012-08-01,Bushwick,Brooklyn,neighborhood,2000.0
2012-08-01,Cambria Heights,Queens,neighborhood,
2012-08-01,Canarsie,Brooklyn,neighborhood,
2012-08-01,Carroll Gardens,Brooklyn,neighborhood,3750.0
2012-08-01,Castle Hill,Bronx,neighborhood,
2012-08-01,Central Harlem,Manhattan,neighborhood,2295.0
2012-08-01,Central Park South,Manhattan,neighborhood,6125.0
2012-08-01,Central Queens,Queens,submarket,1695.0
2012-08-01,Chelsea,Manhattan,neighborhood,3600.0
2012-08-01,Chinatown,Manhattan,neighborhood,2900.0
2012-08-01,City Island,Bronx,neighborhood,
2012-08-01,Civic Center,Manhattan,neighborhood,
2012-08-01,Clearview,Queens,neighborhood,
2012-08-01,Clinton Hill,Brooklyn,neighborhood,3000.0
2012-08-01,Co-op City,Bronx,neighborhood,
2012-08-01,Cobble Hill,Brooklyn,neighborhood,3200.0
2012-08-01,College Point,Queens,neighborhood,
2012-08-01,Columbia St Waterfront District,Brooklyn,neighborhood,2500.0
2012-08-01,Concourse,Bronx,neighborhood,1375.0
2012-08-01,Coney Island,Brooklyn,neighborhood,
2012-08-01,Corona,Queens,neighborhood,
2012-08-01,Country Club,Bronx,neighborhood,
2012-08-01,Crotona Park East,Bronx,neighborhood,
2012-08-01,Crown Heights,Brooklyn,neighborhood,1935.0
2012-08-01,DUMBO,Brooklyn,neighborhood,4300.0
2012-08-01,Ditmas Park,Brooklyn,neighborhood,1750.0
2012-08-01,Douglaston,Queens,neighborhood,
2012-08-01,Downtown Brooklyn,Brooklyn,neighborhood,2835.0
2012-08-01,Dyker Heights,Brooklyn,neighborhood,
2012-08-01,East Brooklyn,Brooklyn,submarket,1800.0
2012-08-01,East Elmhurst,Queens,neighborhood,
2012-08-01,East Flatbush,Brooklyn,neighborhood,1708.0
2012-08-01,East Harlem,Manhattan,neighborhood,2100.0
2012-08-01,East New York,Brooklyn,neighborhood,1350.0
2012-08-01,East Tremont,Bronx,neighborhood,
2012-08-01,East Village,Manhattan,neighborhood,3000.0
2012-08-01,Eastchester,Bronx,neighborhood,
2012-08-01,Edenwald,Bronx,neighborhood,
2012-08-01,Elmhurst,Queens,neighborhood,1515.0
2012-08-01,Financial District,Manhattan,neighborhood,3600.0
2012-08-01,Flatbush,Brooklyn,neighborhood,1400.0
2012-08-01,Flatiron,Manhattan,neighborhood,4350.0
2012-08-01,Flatlands,Brooklyn,neighborhood,
2012-08-01,Floral Park,Queens,neighborhood,
2012-08-01,Flushing,Queens,neighborhood,1513.0
2012-08-01,Fordham,Bronx,neighborhood,
2012-08-01,Forest Hills,Queens,neighborhood,2050.0
2012-08-01,Fort Greene,Brooklyn,neighborhood,2700.0
2012-08-01,Fresh Meadows,Queens,neighborhood,
2012-08-01,Gerritsen Beach,Brooklyn,neighborhood,
2012-08-01,Glen Oaks,Queens,neighborhood,
2012-08-01,Glendale,Queens,neighborhood,1500.0
2012-08-01,Gowanus,Brooklyn,neighborhood,2650.0
2012-08-01,Gramercy Park,Manhattan,neighborhood,3300.0
2012-08-01,Gravesend,Brooklyn,neighborhood,1500.0
2012-08-01,Greenpoint,Brooklyn,neighborhood,2700.0
2012-08-01,Greenwich Village,Manhattan,neighborhood,3700.0
2012-08-01,Greenwood,Brooklyn,neighborhood,2150.0
2012-08-01,Hamilton Heights,Manhattan,neighborhood,1925.0
2012-08-01,Highbridge,Bronx,neighborhood,
2012-08-01,Hillcrest,Queens,neighborhood,
2012-08-01,Hollis,Queens,neighborhood,
2012-08-01,Howard Beach,Queens,neighborhood,
2012-08-01,Hunts Point,Bronx,neighborhood,
2012-08-01,Inwood,Manhattan,neighborhood,1550.0
2012-08-01,Jackson Heights,Queens,neighborhood,1500.0
2012-08-01,Jamaica,Queens,neighborhood,
2012-08-01,Jamaica Estates,Queens,neighborhood,
2012-08-01,Jamaica Hills,Queens,neighborhood,
2012-08-01,Kensington,Brooklyn,neighborhood,1650.0
2012-08-01,Kew Gardens,Queens,neighborhood,2877.0
2012-08-01,Kew Gardens Hills,Queens,neighborhood,
2012-08-01,Kingsbridge,Bronx,neighborhood,1750.0
2012-08-01,Laconia,Bronx,neighborhood,
2012-08-01,Laurelton,Queens,neighborhood,
2012-08-01,Little Italy,Manhattan,neighborhood,2500.0
2012-08-01,Little Neck,Queens,neighborhood,
2012-08-01,Long Island City,Queens,neighborhood,2875.0
2012-08-01,Longwood,Bronx,neighborhood,
2012-08-01,Lower East Side,Manhattan,neighborhood,2700.0
2012-08-01,Manhattan,Manhattan,borough,3200.0
2012-08-01,Manhattan Beach,Brooklyn,neighborhood,
2012-08-01,Marble Hill,Manhattan,neighborhood,
2012-08-01,Marine Park,Brooklyn,neighborhood,
2012-08-01,Maspeth,Queens,neighborhood,
2012-08-01,Melrose,Bronx,neighborhood,
2012-08-01,Middle Village,Queens,neighborhood,
2012-08-01,Midtown,Manhattan,neighborhood,4000.0
2012-08-01,Midtown East,Manhattan,neighborhood,3150.0
2012-08-01,Midtown South,Manhattan,neighborhood,3700.0
2012-08-01,Midtown West,Manhattan,neighborhood,3350.0
2012-08-01,Midwood,Brooklyn,neighborhood,1375.0
2012-08-01,Mill Basin,Brooklyn,neighborhood,
2012-08-01,Morningside Heights,Manhattan,neighborhood,2745.0
2012-08-01,Morris Heights,Bronx,neighborhood,
2012-08-01,Morris Park,Bronx,neighborhood,
2012-08-01,Morrisania,Bronx,neighborhood,
2012-08-01,Mott Haven,Bronx,neighborhood,
2012-08-01,NYC,,city,3000.0
2012-08-01,New Hyde Park,Queens,neighborhood,
2012-08-01,Nolita,Manhattan,neighborhood,3495.0
2012-08-01,North Brooklyn,Brooklyn,submarket,3000.0
2012-08-01,North Corona,Queens,neighborhood,
2012-08-01,Northeast Queens,Queens,submarket,1850.0
2012-08-01,Northwest Brooklyn,Brooklyn,submarket,3000.0
2012-08-01,Northwest Queens,Queens,submarket,2758.0
2012-08-01,Norwood,Bronx,neighborhood,
2012-08-01,Oakland Gardens,Queens,neighborhood,
2012-08-01,Ocean Parkway,Brooklyn,neighborhood,
2012-08-01,Old Mill Basin,Brooklyn,neighborhood,
2012-08-01,Ozone Park,Queens,neighborhood,
2012-08-01,Park Slope,Brooklyn,neighborhood,2750.0
2012-08-01,Parkchester,Bronx,neighborhood,
2012-08-01,Pelham Bay,Bronx,neighborhood,
2012-08-01,Pelham Gardens,Bronx,neighborhood,
2012-08-01,Pelham Parkway,Bronx,neighborhood,
2012-08-01,Pomonok,Queens,neighborhood,
2012-08-01,Port Morris,Bronx,neighborhood,
2012-08-01,Prospect Heights,Brooklyn,neighborhood,2675.0
2012-08-01,Prospect Lefferts Gardens,Brooklyn,neighborhood,1695.0
2012-08-01,Prospect Park,Brooklyn,submarket,2538.0
2012-08-01,Prospect Park South,Brooklyn,neighborhood,1200.0
2012-08-01,Queens,Queens,borough,2375.0
2012-08-01,Queens Village,Queens,neighborhood,
2012-08-01,Red Hook,Brooklyn,neighborhood,2400.0
2012-08-01,Rego Park,Queens,neighborhood,1500.0
2012-08-01,Richmond Hill,Queens,neighborhood,
2012-08-01,Ridgewood,Queens,neighborhood,2613.0
2012-08-01,Riverdale,Bronx,neighborhood,1810.0
2012-08-01,Rockaway All,Queens,neighborhood,
2012-08-01,Roosevelt Island,Manhattan,neighborhood,3048.0
2012-08-01,Rosedale,Queens,neighborhood,
2012-08-01,Schuylerville,Bronx,neighborhood,
2012-08-01,Seagate,Brooklyn,neighborhood,
2012-08-01,Sheepshead Bay,Brooklyn,neighborhood,1500.0
2012-08-01,Soho,Manhattan,neighborhood,4417.0
2012-08-01,Soundview,Bronx,neighborhood,
2012-08-01,South Brooklyn,Brooklyn,submarket,1600.0
2012-08-01,South Jamaica,Queens,neighborhood,
2012-08-01,South Ozone Park,Queens,neighborhood,
2012-08-01,South Queens,Queens,submarket,1400.0
2012-08-01,South Richmond Hill,Queens,neighborhood,
2012-08-01,Springfield Gardens,Queens,neighborhood,
2012-08-01,St. Albans,Queens,neighborhood,
2012-08-01,Staten Island,Staten Island,borough,1400.0
2012-08-01,Stuyvesant Town/PCV,Manhattan,neighborhood,3760.0
2012-08-01,Sunnyside,Queens,neighborhood,1650.0
2012-08-01,Sunset Park,Brooklyn,neighborhood,1850.0
2012-08-01,The Rockaways,Queens,submarket,
2012-08-01,Throgs Neck,Bronx,neighborhood,
2012-08-01,Tremont,Bronx,neighborhood,
2012-08-01,Tribeca,Manhattan,neighborhood,6695.0
2012-08-01,University Heights,Bronx,neighborhood,1175.0
2012-08-01,Upper East Side,Manhattan,neighborhood,2750.0
2012-08-01,Upper West Side,Manhattan,neighborhood,3300.0
2012-08-01,Utopia,Queens,neighborhood,
2012-08-01,Van Nest,Bronx,neighborhood,
2012-08-01,Wakefield,Bronx,neighborhood,
2012-08-01,Washington Heights,Manhattan,neighborhood,1775.0
2012-08-01,West Harlem,Manhattan,neighborhood,2400.0
2012-08-01,West Village,Manhattan,neighborhood,3495.0
2012-08-01,Westchester Village,Bronx,neighborhood,
2012-08-01,Whitestone,Queens,neighborhood,1850.0
2012-08-01,Williamsbridge,Bronx,neighborhood,
2012-08-01,Williamsburg,Brooklyn,neighborhood,3100.0
2012-08-01,Windsor Terrace,Brooklyn,neighborhood,2100.0
2012-08-01,Woodhaven,Queens,neighborhood,
2012-08-01,Woodlawn,Bronx,neighborhood,
2012-08-01,Woodside,Queens,neighborhood,
2012-08-01,Woodstock,Bronx,neighborhood,
2012-09-01,All Downtown,Manhattan,submarket,3650.0
2012-09-01,All Midtown,Manhattan,submarket,3400.0
2012-09-01,All Upper East Side,Manhattan,submarket,2850.0
2012-09-01,All Upper Manhattan,Manhattan,submarket,2000.0
2012-09-01,All Upper West Side,Manhattan,submarket,3325.0
2012-09-01,Astoria,Queens,neighborhood,2250.0
2012-09-01,Auburndale,Queens,neighborhood,
2012-09-01,Bath Beach,Brooklyn,neighborhood,
2012-09-01,Battery Park City,Manhattan,neighborhood,4185.0
2012-09-01,Bay Ridge,Brooklyn,neighborhood,1800.0
2012-09-01,Baychester,Bronx,neighborhood,
2012-09-01,Bayside,Queens,neighborhood,1850.0
2012-09-01,Bedford Park,Bronx,neighborhood,1000.0
2012-09-01,Bedford-Stuyvesant,Brooklyn,neighborhood,1800.0
2012-09-01,Bellerose,Queens,neighborhood,
2012-09-01,Belmont,Bronx,neighborhood,
2012-09-01,Bensonhurst,Brooklyn,neighborhood,1550.0
2012-09-01,Bergen Beach,Brooklyn,neighborhood,
2012-09-01,Boerum Hill,Brooklyn,neighborhood,3275.0
2012-09-01,Borough Park,Brooklyn,neighborhood,
2012-09-01,Briarwood,Queens,neighborhood,
2012-09-01,Brighton Beach,Brooklyn,neighborhood,1700.0
2012-09-01,Bronx,Bronx,borough,1400.0
2012-09-01,Bronxwood,Bronx,neighborhood,
2012-09-01,Brooklyn,Brooklyn,borough,2650.0
2012-09-01,Brooklyn Heights,Brooklyn,neighborhood,3200.0
2012-09-01,Brookville,Queens,neighborhood,
2012-09-01,Brownsville,Brooklyn,neighborhood,
2012-09-01,Bushwick,Brooklyn,neighborhood,2150.0
2012-09-01,Cambria Heights,Queens,neighborhood,
2012-09-01,Canarsie,Brooklyn,neighborhood,
2012-09-01,Carroll Gardens,Brooklyn,neighborhood,3550.0
2012-09-01,Castle Hill,Bronx,neighborhood,
2012-09-01,Central Harlem,Manhattan,neighborhood,2200.0
2012-09-01,Central Park South,Manhattan,neighborhood,6400.0
2012-09-01,Central Queens,Queens,submarket,1650.0
2012-09-01,Chelsea,Manhattan,neighborhood,3700.0
2012-09-01,Chinatown,Manhattan,neighborhood,2698.0
2012-09-01,City Island,Bronx,neighborhood,
2012-09-01,Civic Center,Manhattan,neighborhood,
2012-09-01,Clearview,Queens,neighborhood,
2012-09-01,Clinton Hill,Brooklyn,neighborhood,3000.0
2012-09-01,Co-op City,Bronx,neighborhood,
2012-09-01,Cobble Hill,Brooklyn,neighborhood,3000.0
2012-09-01,College Point,Queens,neighborhood,
2012-09-01,Columbia St Waterfront District,Brooklyn,neighborhood,2500.0
2012-09-01,Concourse,Bronx,neighborhood,1300.0
2012-09-01,Coney Island,Brooklyn,neighborhood,
2012-09-01,Corona,Queens,neighborhood,
2012-09-01,Country Club,Bronx,neighborhood,
2012-09-01,Crotona Park East,Bronx,neighborhood,
2012-09-01,Crown Heights,Brooklyn,neighborhood,1922.0
2012-09-01,DUMBO,Brooklyn,neighborhood,4300.0
2012-09-01,Ditmas Park,Brooklyn,neighborhood,1725.0
2012-09-01,Douglaston,Queens,neighborhood,
2012-09-01,Downtown Brooklyn,Brooklyn,neighborhood,2813.0
2012-09-01,Dyker Heights,Brooklyn,neighborhood,
2012-09-01,East Brooklyn,Brooklyn,submarket,1850.0
2012-09-01,East Elmhurst,Queens,neighborhood,
2012-09-01,East Flatbush,Brooklyn,neighborhood,1488.0
2012-09-01,East Harlem,Manhattan,neighborhood,2100.0
2012-09-01,East New York,Brooklyn,neighborhood,1400.0
2012-09-01,East Tremont,Bronx,neighborhood,
2012-09-01,East Village,Manhattan,neighborhood,2995.0
2012-09-01,Eastchester,Bronx,neighborhood,
2012-09-01,Edenwald,Bronx,neighborhood,
2012-09-01,Elmhurst,Queens,neighborhood,1515.0
2012-09-01,Financial District,Manhattan,neighborhood,3700.0
2012-09-01,Flatbush,Brooklyn,neighborhood,1425.0
2012-09-01,Flatiron,Manhattan,neighborhood,4395.0
2012-09-01,Flatlands,Brooklyn,neighborhood,
2012-09-01,Floral Park,Queens,neighborhood,
2012-09-01,Flushing,Queens,neighborhood,1500.0
2012-09-01,Fordham,Bronx,neighborhood,
2012-09-01,Forest Hills,Queens,neighborhood,2025.0
2012-09-01,Fort Greene,Brooklyn,neighborhood,2575.0
2012-09-01,Fresh Meadows,Queens,neighborhood,
2012-09-01,Gerritsen Beach,Brooklyn,neighborhood,
2012-09-01,Glen Oaks,Queens,neighborhood,
2012-09-01,Glendale,Queens,neighborhood,1700.0
2012-09-01,Gowanus,Brooklyn,neighborhood,2850.0
2012-09-01,Gramercy Park,Manhattan,neighborhood,3425.0
2012-09-01,Gravesend,Brooklyn,neighborhood,1563.0
2012-09-01,Greenpoint,Brooklyn,neighborhood,2500.0
2012-09-01,Greenwich Village,Manhattan,neighborhood,3950.0
2012-09-01,Greenwood,Brooklyn,neighborhood,2125.0
2012-09-01,Hamilton Heights,Manhattan,neighborhood,1850.0
2012-09-01,Highbridge,Bronx,neighborhood,
2012-09-01,Hillcrest,Queens,neighborhood,
2012-09-01,Hollis,Queens,neighborhood,
2012-09-01,Howard Beach,Queens,neighborhood,
2012-09-01,Hunts Point,Bronx,neighborhood,
2012-09-01,Inwood,Manhattan,neighborhood,1525.0
2012-09-01,Jackson Heights,Queens,neighborhood,1575.0
2012-09-01,Jamaica,Queens,neighborhood,
2012-09-01,Jamaica Estates,Queens,neighborhood,
2012-09-01,Jamaica Hills,Queens,neighborhood,
2012-09-01,Kensington,Brooklyn,neighborhood,1800.0
2012-09-01,Kew Gardens,Queens,neighborhood,2995.0
2012-09-01,Kew Gardens Hills,Queens,neighborhood,
2012-09-01,Kingsbridge,Bronx,neighborhood,1750.0
2012-09-01,Laconia,Bronx,neighborhood,
2012-09-01,Laurelton,Queens,neighborhood,
2012-09-01,Little Italy,Manhattan,neighborhood,2800.0
2012-09-01,Little Neck,Queens,neighborhood,
2012-09-01,Long Island City,Queens,neighborhood,2900.0
2012-09-01,Longwood,Bronx,neighborhood,
2012-09-01,Lower East Side,Manhattan,neighborhood,2800.0
2012-09-01,Manhattan,Manhattan,borough,3250.0
2012-09-01,Manhattan Beach,Brooklyn,neighborhood,
2012-09-01,Marble Hill,Manhattan,neighborhood,
2012-09-01,Marine Park,Brooklyn,neighborhood,
2012-09-01,Maspeth,Queens,neighborhood,
2012-09-01,Melrose,Bronx,neighborhood,
2012-09-01,Middle Village,Queens,neighborhood,
2012-09-01,Midtown,Manhattan,neighborhood,4200.0
2012-09-01,Midtown East,Manhattan,neighborhood,3195.0
2012-09-01,Midtown South,Manhattan,neighborhood,3650.0
2012-09-01,Midtown West,Manhattan,neighborhood,3390.0
2012-09-01,Midwood,Brooklyn,neighborhood,1375.0
2012-09-01,Mill Basin,Brooklyn,neighborhood,
2012-09-01,Morningside Heights,Manhattan,neighborhood,2875.0
2012-09-01,Morris Heights,Bronx,neighborhood,
2012-09-01,Morris Park,Bronx,neighborhood,
2012-09-01,Morrisania,Bronx,neighborhood,
2012-09-01,Mott Haven,Bronx,neighborhood,
2012-09-01,NYC,,city,3050.0
2012-09-01,New Hyde Park,Queens,neighborhood,
2012-09-01,Nolita,Manhattan,neighborhood,3395.0
2012-09-01,North Brooklyn,Brooklyn,submarket,3300.0
2012-09-01,North Corona,Queens,neighborhood,
2012-09-01,Northeast Queens,Queens,submarket,1795.0
2012-09-01,Northwest Brooklyn,Brooklyn,submarket,3000.0
2012-09-01,Northwest Queens,Queens,submarket,2670.0
2012-09-01,Norwood,Bronx,neighborhood,
2012-09-01,Oakland Gardens,Queens,neighborhood,
2012-09-01,Ocean Parkway,Brooklyn,neighborhood,
2012-09-01,Old Mill Basin,Brooklyn,neighborhood,
2012-09-01,Ozone Park,Queens,neighborhood,
2012-09-01,Park Slope,Brooklyn,neighborhood,2850.0
2012-09-01,Parkchester,Bronx,neighborhood,
2012-09-01,Pelham Bay,Bronx,neighborhood,
2012-09-01,Pelham Gardens,Bronx,neighborhood,
2012-09-01,Pelham Parkway,Bronx,neighborhood,
2012-09-01,Pomonok,Queens,neighborhood,
2012-09-01,Port Morris,Bronx,neighborhood,
2012-09-01,Prospect Heights,Brooklyn,neighborhood,2513.0
2012-09-01,Prospect Lefferts Gardens,Brooklyn,neighborhood,1650.0
2012-09-01,Prospect Park,Brooklyn,submarket,2600.0
2012-09-01,Prospect Park South,Brooklyn,neighborhood,1350.0
2012-09-01,Queens,Queens,borough,2200.0
2012-09-01,Queens Village,Queens,neighborhood,
2012-09-01,Red Hook,Brooklyn,neighborhood,2350.0
2012-09-01,Rego Park,Queens,neighborhood,1465.0
2012-09-01,Richmond Hill,Queens,neighborhood,
2012-09-01,Ridgewood,Queens,neighborhood,1600.0
2012-09-01,Riverdale,Bronx,neighborhood,1999.0
2012-09-01,Rockaway All,Queens,neighborhood,
2012-09-01,Roosevelt Island,Manhattan,neighborhood,2813.0
2012-09-01,Rosedale,Queens,neighborhood,
2012-09-01,Schuylerville,Bronx,neighborhood,
2012-09-01,Seagate,Brooklyn,neighborhood,
2012-09-01,Sheepshead Bay,Brooklyn,neighborhood,1500.0
2012-09-01,Soho,Manhattan,neighborhood,4875.0
2012-09-01,Soundview,Bronx,neighborhood,
2012-09-01,South Brooklyn,Brooklyn,submarket,1600.0
2012-09-01,South Jamaica,Queens,neighborhood,
2012-09-01,South Ozone Park,Queens,neighborhood,
2012-09-01,South Queens,Queens,submarket,1400.0
2012-09-01,South Richmond Hill,Queens,neighborhood,
2012-09-01,Springfield Gardens,Queens,neighborhood,
2012-09-01,St. Albans,Queens,neighborhood,
2012-09-01,Staten Island,Staten Island,borough,1375.0
2012-09-01,Stuyvesant Town/PCV,Manhattan,neighborhood,3700.0
2012-09-01,Sunnyside,Queens,neighborhood,1500.0
2012-09-01,Sunset Park,Brooklyn,neighborhood,1850.0
2012-09-01,The Rockaways,Queens,submarket,
2012-09-01,Throgs Neck,Bronx,neighborhood,
2012-09-01,Tremont,Bronx,neighborhood,
2012-09-01,Tribeca,Manhattan,neighborhood,6500.0
2012-09-01,University Heights,Bronx,neighborhood,1150.0
2012-09-01,Upper East Side,Manhattan,neighborhood,2850.0
2012-09-01,Upper West Side,Manhattan,neighborhood,3325.0
2012-09-01,Utopia,Queens,neighborhood,
2012-09-01,Van Nest,Bronx,neighborhood,
2012-09-01,Wakefield,Bronx,neighborhood,
2012-09-01,Washington Heights,Manhattan,neighborhood,1800.0
2012-09-01,West Harlem,Manhattan,neighborhood,2175.0
2012-09-01,West Village,Manhattan,neighborhood,3495.0
2012-09-01,Westchester Village,Bronx,neighborhood,
2012-09-01,Whitestone,Queens,neighborhood,1900.0
2012-09-01,Williamsbridge,Bronx,neighborhood,
2012-09-01,Williamsburg,Brooklyn,neighborhood,3325.0
2012-09-01,Windsor Terrace,Brooklyn,neighborhood,2000.0
2012-09-01,Woodhaven,Queens,neighborhood,
2012-09-01,Woodlawn,Bronx,neighborhood,
2012-09-01,Woodside,Queens,neighborhood,
2012-09-01,Woodstock,Bronx,neighborhood,
2012-10-01,All Downtown,Manhattan,submarket,3600.0
2012-10-01,All Midtown,Manhattan,submarket,3400.0
2012-10-01,All Upper East Side,Manhattan,submarket,2795.0
2012-10-01,All Upper Manhattan,Manhattan,submarket,1995.0
2012-10-01,All Upper West Side,Manhattan,submarket,3350.0
2012-10-01,Astoria,Queens,neighborhood,2150.0
2012-10-01,Auburndale,Queens,neighborhood,
2012-10-01,Bath Beach,Brooklyn,neighborhood,
2012-10-01,Battery Park City,Manhattan,neighborhood,4050.0
2012-10-01,Bay Ridge,Brooklyn,neighborhood,1800.0
2012-10-01,Baychester,Bronx,neighborhood,
2012-10-01,Bayside,Queens,neighborhood,1900.0
2012-10-01,Bedford Park,Bronx,neighborhood,
2012-10-01,Bedford-Stuyvesant,Brooklyn,neighborhood,1800.0
2012-10-01,Bellerose,Queens,neighborhood,
2012-10-01,Belmont,Bronx,neighborhood,2400.0
2012-10-01,Bensonhurst,Brooklyn,neighborhood,
2012-10-01,Bergen Beach,Brooklyn,neighborhood,
2012-10-01,Boerum Hill,Brooklyn,neighborhood,3075.0
2012-10-01,Borough Park,Brooklyn,neighborhood,
2012-10-01,Briarwood,Queens,neighborhood,
2012-10-01,Brighton Beach,Brooklyn,neighborhood,1700.0
2012-10-01,Bronx,Bronx,borough,1500.0
2012-10-01,Bronxwood,Bronx,neighborhood,
2012-10-01,Brooklyn,Brooklyn,borough,2600.0
2012-10-01,Brooklyn Heights,Brooklyn,neighborhood,3200.0
2012-10-01,Brookville,Queens,neighborhood,
2012-10-01,Brownsville,Brooklyn,neighborhood,
2012-10-01,Bushwick,Brooklyn,neighborhood,2025.0
2012-10-01,Cambria Heights,Queens,neighborhood,
2012-10-01,Canarsie,Brooklyn,neighborhood,
2012-10-01,Carroll Gardens,Brooklyn,neighborhood,3500.0
2012-10-01,Castle Hill,Bronx,neighborhood,
2012-10-01,Central Harlem,Manhattan,neighborhood,2000.0
2012-10-01,Central Park South,Manhattan,neighborhood,6400.0
2012-10-01,Central Queens,Queens,submarket,1900.0
2012-10-01,Chelsea,Manhattan,neighborhood,3500.0
2012-10-01,Chinatown,Manhattan,neighborhood,2600.0
2012-10-01,City Island,Bronx,neighborhood,
2012-10-01,Civic Center,Manhattan,neighborhood,
2012-10-01,Clearview,Queens,neighborhood,
2012-10-01,Clinton Hill,Brooklyn,neighborhood,3000.0
2012-10-01,Co-op City,Bronx,neighborhood,
2012-10-01,Cobble Hill,Brooklyn,neighborhood,2895.0
2012-10-01,College Point,Queens,neighborhood,
2012-10-01,Columbia St Waterfront District,Brooklyn,neighborhood,3000.0
2012-10-01,Concourse,Bronx,neighborhood,1375.0
2012-10-01,Coney Island,Brooklyn,neighborhood,1725.0
2012-10-01,Corona,Queens,neighborhood,
2012-10-01,Country Club,Bronx,neighborhood,
2012-10-01,Crotona Park East,Bronx,neighborhood,
2012-10-01,Crown Heights,Brooklyn,neighborhood,1900.0
